Temperature
-4.238485336303711
-5.812660217285156
-7.440587997436523
-9.005208969116211
-10.636402130126953
-11.920524597167969
-12.718128204345703
-12.833671569824219
-12.400962829589844
-12.403507232666016
-12.787784576416016
-11.743856430053711
-9.530302047729492
-7.715248107910156
-6.808837890625
-6.237506866455078
-5.369722366333008
-4.2931060791015625
-3.7690773010253906
-4.51234245300293
-5.913021087646484
-7.37269401550293
-9.2039794921875
-11.05145263671875
-12.496156692504883
