Close,High,Low
0.9847,0.9892,0.9828
0.9846,0.986,0.9812
0.9867,0.9908,0.9857
0.9797,0.9882,0.9782
0.982,0.9828,0.9778
0.9782,0.9845,0.9764
0.9903,0.9913,0.9779
0.986,0.9926,0.9848
0.9861,0.988,0.9834
0.9865,0.9892,0.9857
0.9805,0.9886,0.9792
0.9818,0.9835,0.9803
0.9717,0.9814,0.9697
0.9716,0.9742,0.9698
0.9739,0.9765,0.9688
0.9785,0.9801,0.972
0.9765,0.9796,0.9748
0.9773,0.9778,0.9724
0.9767,0.9795,0.9757
0.9841,0.9847,0.9729
0.9846,0.9867,0.983
0.9846,0.9864,0.9815
0.989,0.9908,0.9835
0.9965,1.0004,0.989
0.9972,0.9975,0.9935
0.9995,1.0041,0.9972
1.0026,1.005,0.9941
1.0092,1.0097,0.9989
1.0131,1.0149,1.0074
1.01,1.017,1.0095
1.0115,1.0137,1.0068
1.0067,1.0129,1.0048
1.0057,1.01,1.0029
1.0088,1.0096,1.0013
1.0086,1.0119,1.0062
1.003,1.014,1.0008
1.0017,1.0045,0.999
1.001,1.004,0.9979
0.997,1.0033,0.9961
0.9955,0.997,0.991
0.9924,0.9936,0.9896
0.99,0.994,0.9876
0.9948,0.9959,0.9889
0.9943,0.9956,0.9915
0.9972,0.9983,0.9861
0.9956,1.0001,0.9957
0.9997,1.0029,0.9963
1.0004,1.0018,0.9971
1.0091,1.0128,0.9998
1.0098,1.0118,1.0068
1.0092,1.014,1.0071
1.008,1.01,1.006
1.0185,1.0197,1.0077
1.0224,1.026,1.017
1.0222,1.0249,1.0195
1.0285,1.0335,1.0211
1.026,1.0283,1.0224
1.0267,1.0288,1.0243
1.0268,1.0276,1.0244
1.0246,1.0317,1.0216
1.0304,1.0326,1.0255
1.031,1.0325,1.0295
1.0372,1.0375,1.0329
1.0439,1.0441,1.0362
1.048,1.0483,1.0408
1.0501,1.0504,1.0454
1.0501,1.0504,1.0454
1.036,1.0497,1.0333
1.0415,1.0437,1.0342
1.0472,1.0493,1.0416
1.0415,1.0468,1.0399
1.049,1.0534,1.036
1.0485,1.0538,1.0495
1.0583,1.0586,1.047
1.0547,1.0582,1.0528
1.0568,1.0598,1.0537
1.0546,1.0592,1.0506
1.0617,1.0628,1.0547
1.0654,1.068,1.0607
1.068,1.069,1.063
1.0716,1.0733,1.0634
1.0716,1.0737,1.0686
1.0759,1.078,1.0706
1.0838,1.085,1.074
1.0854,1.0905,1.0781
1.0819,1.0858,1.0784
1.0832,1.09,1.0808
1.0805,1.0844,1.0733
1.0755,1.0831,1.0724
1.0768,1.0791,1.0695
1.0877,1.0905,1.077
1.0804,1.0936,1.0739
1.0832,1.0863,1.0765
1.083,1.0836,1.0733
1.0745,1.0828,1.0725
1.0733,1.076,1.0667
1.0719,1.077,1.0705
1.0837,1.086,1.0705
1.0774,1.085,1.0758
1.0737,1.0791,1.0677
1.0686,1.0756,1.0679
1.0758,1.0765,1.0665
1.0823,1.0836,1.0744
1.0764,1.0846,1.075
1.0793,1.0806,1.0708
1.0764,1.0822,1.0744
1.0801,1.0811,1.073
1.0767,1.0836,1.0735
1.08,1.0807,1.0736
1.0887,1.0899,1.0769
1.0879,1.0936,1.0877
1.0973,1.1005,1.0886
1.0973,1.1012,1.0927
1.1007,1.1066,1.0968
1.1045,1.1066,1.1001
1.103,1.1084,1.1006
1.1003,1.1056,1.0983
1.0807,1.1008,1.0795
1.0742,1.0819,1.069
1.0637,1.0843,1.0589
1.0632,1.0655,1.0544
1.057,1.0655,1.0555
1.0606,1.0675,1.053
1.053,1.0622,1.0501
1.0645,1.0674,1.0568
1.065,1.0722,1.0633
1.0685,1.0703,1.0622
1.0687,1.0744,1.0674
1.078,1.0802,1.0671
1.0915,1.0921,1.0782
1.0908,1.0933,1.0867
1.0767,1.0958,1.0751
1.0735,1.079,1.0686
1.073,1.0768,1.0685
1.0658,1.0687,1.0561
1.0716,1.0724,1.0642
1.0757,1.0783,1.0677
1.08,1.083,1.075
1.0755,1.0788,1.0694
1.078,1.081,1.0718
1.0815,1.0821,1.0739
1.0912,1.092,1.0784
1.0881,1.0976,1.0868
1.0884,1.0896,1.0873
1.0865,1.091,1.082
1.097,1.1002,1.0849
1.097,1.0985,1.092
1.103,1.1045,1.0941
1.1025,1.1051,1.0958
1.0985,1.1076,1.0977
1.1068,1.1075,1.0933
1.1176,1.1189,1.1064
1.123,1.1287,1.1156
1.1227,1.1271,1.1187
1.1282,1.1303,1.1205
1.1436,1.1453,1.1277
1.137,1.144,1.133
1.1497,1.1506,1.1311
1.1491,1.1535,1.1438
1.1551,1.1624,1.1495
1.1516,1.1572,1.1464
1.1504,1.1536,1.1471
1.1394,1.1491,1.1376
1.1571,1.158,1.1372
1.1658,1.174,1.1623
1.1709,1.1716,1.1607
1.168,1.1744,1.1666
1.1698,1.173,1.1623
1.1807,1.1818,1.1668
1.1851,1.1868,1.1802
1.1835,1.1923,1.1821
1.1761,1.1845,1.1706
1.1773,1.1902,1.1693
1.1785,1.1916,1.1742
1.176,1.177,1.1652
1.1747,1.178,1.1688
1.168,1.1748,1.167
1.1845,1.1887,1.1632
1.1698,1.188,1.1685
1.174,1.1788,1.1657
1.1685,1.174,1.1671
1.1746,1.1782,1.166
1.1766,1.1806,1.1708
1.1867,1.1876,1.1738
1.1839,1.1929,1.1825
1.18,1.187,1.177
1.1687,1.1805,1.1665
1.172,1.1743,1.1584
1.1582,1.1733,1.1553
1.155,1.1611,1.1508
1.1511,1.1582,1.1477
1.1545,1.1624,1.1494
1.1425,1.1545,1.1422
1.143,1.1468,1.1401
1.15,1.1505,1.1401
1.1563,1.161,1.1506
1.1542,1.1569,1.1507
1.1487,1.1542,1.1434
1.1493,1.1501,1.1451
1.1315,1.1471,1.1308
1.131,1.1352,1.1259
1.1342,1.1366,1.1309
1.1385,1.1391,1.1314
1.1306,1.1384,1.1276
1.1278,1.1307,1.1242
1.1186,1.1337,1.1155
1.121,1.123,1.1114
1.1215,1.1248,1.1157
1.129,1.1305,1.1173
1.1346,1.1352,1.1245
1.134,1.1372,1.1309
1.1466,1.1488,1.1318
1.1467,1.151,1.1424
1.1507,1.155,1.1444
1.1494,1.1519,1.1455
1.1455,1.154,1.1455
1.134,1.1461,1.1339
1.1245,1.1368,1.1227
1.1262,1.1274,1.1137
1.1358,1.1375,1.1261
1.1347,1.138,1.1306
1.135,1.1425,1.1325
1.1369,1.1418,1.132
1.13,1.1382,1.1289
1.1355,1.1379,1.1266
1.1312,1.1372,1.1284
1.1317,1.1331,1.1221
1.1245,1.1339,1.1228
1.126,1.1289,1.1238
1.1162,1.1267,1.1128
1.1142,1.115,1.1058
1.1115,1.1146,1.1084
1.0928,1.112,1.0885
1.0886,1.0937,1.0837
1.0873,1.0918,1.0825
1.0875,1.091,1.0793
1.0877,1.093,1.0836
1.0874,1.0912,1.0815
1.0989,1.0997,1.0874
1.0963,1.1016,1.0956
1.0815,1.0969,1.0812
1.0841,1.087,1.0764
1.094,1.0942,1.0812
1.11,1.1111,1.092
1.1096,1.113,1.105
1.1223,1.1238,1.1058
1.1214,1.1236,1.1165
1.12,1.1271,1.1156
1.1288,1.1323,1.1138
1.1299,1.131,1.1248
1.1172,1.1317,1.1161
1.1296,1.1301,1.114
1.1241,1.1345,1.1228
1.1358,1.1382,1.1238
1.1484,1.1505,1.1386
1.1463,1.1528,1.1449
1.149,1.1494,1.143
1.15,1.1533,1.1462
1.1473,1.1501,1.144
1.1585,1.1596,1.1398
1.1645,1.1735,1.1572
1.1706,1.1723,1.1645
1.1691,1.1767,1.1664
1.1562,1.172,1.1554
1.1705,1.1721,1.1536
1.1775,1.1811,1.17
1.1805,1.1837,1.1762
1.1747,1.1859,1.1688
1.1805,1.1848,1.1705
1.169,1.1813,1.1655
1.1719,1.1767,1.1585
1.1646,1.1745,1.1594
1.1602,1.1697,1.1569
1.1674,1.1682,1.1548
1.1658,1.173,1.1601
1.1656,1.1701,1.1621
1.181,1.1827,1.1652
1.1783,1.1844,1.1758
1.1816,1.1855,1.1764
1.1739,1.1787,1.172
1.1687,1.1749,1.1658
1.1673,1.1721,1.166
1.1628,1.1758,1.1619
1.1572,1.1656,1.1565
1.1453,1.1617,1.1429
1.1497,1.1511,1.143
1.1439,1.1501,1.1414
1.1413,1.1462,1.1389
1.1538,1.1542,1.1409
1.1492,1.1533,1.1469
1.1505,1.1529,1.1447
1.163,1.166,1.1507
1.173,1.174,1.163
1.177,1.1802,1.1729
1.1762,1.1846,1.1729
1.1954,1.1959,1.1735
1.1886,1.1978,1.1875
1.1912,1.1972,1.1875
1.1915,1.1941,1.1859
1.1769,1.1915,1.176
1.1785,1.1818,1.1754
1.1922,1.195,1.1773
1.1902,1.1942,1.1888
1.1988,1.2018,1.19
1.1973,1.204,1.1939
1.2078,1.2092,1.1944
1.2102,1.2129,1.2066
1.2091,1.216,1.203
1.2163,1.2171,1.2065
1.2221,1.2239,1.2153
1.2236,1.2276,1.2187
1.2219,1.2266,1.2154
1.221,1.2233,1.2113
1.2293,1.2307,1.2198
1.2304,1.2325,1.2131
1.2323,1.236,1.2299
1.2399,1.2419,1.2298
1.2428,1.2433,1.2359
1.2375,1.2433,1.2343
1.241,1.245,1.2359
1.2393,1.2427,1.2387
1.2455,1.247,1.239
1.245,1.2465,1.2438
1.243,1.2466,1.2429
1.2487,1.251,1.2428
1.2545,1.2563,1.2481
1.258,1.2649,1.2546
1.2475,1.2475,1.2475
1.2595,1.2627,1.2527
1.2671,1.2697,1.2581
1.2763,1.2813,1.2668
1.2647,1.2744,1.2634
1.2763,1.278,1.2562
1.2841,1.2868,1.2705
1.2746,1.2899,1.2737
1.2747,1.2795,1.2711
1.2663,1.2787,1.2632
1.2578,1.267,1.257
1.2375,1.2608,1.2352
1.2355,1.2422,1.2335
1.2568,1.2597,1.2348
1.2632,1.2671,1.2552
1.271,1.275,1.2625
1.2598,1.2774,1.2562
1.2463,1.2613,1.2462
1.2632,1.2653,1.2442
1.2513,1.2662,1.2465
1.2401,1.2527,1.236
1.2465,1.2493,1.2352
1.2412,1.2486,1.239
1.2539,1.2597,1.2418
1.253,1.256,1.2492
1.254,1.2637,1.2523
1.2697,1.2725,1.2514
1.2687,1.2765,1.2574
1.2705,1.2787,1.2685
1.281,1.2837,1.265
1.28,1.2845,1.279
1.2745,1.2895,1.2716
1.277,1.2786,1.272
1.2842,1.2872,1.2759
1.2666,1.293,1.2664
1.2702,1.2735,1.2648
1.253,1.276,1.2495
1.2543,1.2595,1.2452
1.2686,1.2712,1.2526
1.2494,1.2705,1.2476
1.244,1.2515,1.2385
1.249,1.2505,1.2373
1.2447,1.254,1.2425
1.2219,1.2468,1.2197
1.2187,1.2224,1.2056
1.2193,1.224,1.2137
1.2376,1.2433,1.2177
1.2394,1.2418,1.2339
1.2314,1.2455,1.2278
1.2245,1.2341,1.22
1.2318,1.2349,1.2164
1.2223,1.2385,1.2173
1.2263,1.2316,1.2184
1.2264,1.2371,1.223
1.224,1.2287,1.2178
1.2372,1.2431,1.2323
1.228,1.2407,1.2258
1.2334,1.2401,1.2224
1.2323,1.2368,1.2268
1.2129,1.2366,1.2119
1.2134,1.22,1.2098
1.2118,1.2213,1.207
1.2147,1.2168,1.2048
1.2175,1.2229,1.2154
1.2304,1.232,1.2166
1.2352,1.2388,1.2256
1.2134,1.2372,1.2103
1.2014,1.2127,1.1985
1.2092,1.2121,1.1984
1.217,1.2196,1.2052
1.207,1.2218,1.2065
1.209,1.2115,1.2066
1.2071,1.2098,1.2054
1.194,1.2082,1.1906
1.1957,1.1967,1.1868
1.1982,1.1991,1.1893
1.1993,1.2046,1.1926
1.2014,1.2077,1.2002
1.1855,1.2023,1.1845
1.1834,1.1915,1.1817
1.1894,1.1907,1.1779
1.1837,1.1943,1.1796
1.1879,1.1884,1.1762
1.1934,1.1947,1.1835
1.1842,1.1952,1.1823
1.1974,1.1983,1.1807
1.1984,1.201,1.1921
1.194,1.1999,1.1922
1.2087,1.2118,1.1928
1.2171,1.218,1.2098
1.2075,1.2174,1.206
1.1895,1.2148,1.1878
1.1864,1.1892,1.1814
1.1875,1.189,1.1788
1.1905,1.1939,1.1836
1.1821,1.1928,1.1775
1.1879,1.1901,1.178
1.201,1.2059,1.188
1.1942,1.2039,1.1932
1.201,1.2042,1.194
1.196,1.2019,1.1897
1.201,1.2068,1.1954
1.2017,1.2022,1.1935
1.2106,1.2126,1.1988
1.2114,1.2142,1.208
1.228,1.2291,1.209
1.222,1.2294,1.2203
1.2185,1.2242,1.2183
1.2228,1.2264,1.2158
1.2225,1.2306,1.2208
1.2223,1.225,1.2171
1.229,1.2296,1.214
1.2312,1.2337,1.2293
1.2264,1.235,1.2248
1.205,1.2273,1.2038
1.2104,1.2115,1.2027
1.2015,1.2114,1.1967
1.2064,1.2085,1.1956
1.2162,1.2168,1.2032
1.2003,1.2167,1.1982
1.2062,1.2068,1.1993
1.214,1.2144,1.1976
1.2105,1.2145,1.2078
1.2097,1.2129,1.2067
1.209,1.2191,1.2067
1.217,1.2187,1.2043
1.215,1.2189,1.211
1.219,1.2227,1.2124
1.2082,1.2191,1.2071
1.2187,1.2205,1.2068
1.2172,1.2207,1.2135
1.2323,1.2326,1.2147
1.2279,1.2334,1.227
1.2305,1.2328,1.2266
1.2365,1.2387,1.2276
1.2391,1.2405,1.2342
1.2415,1.242,1.2372
1.2405,1.2434,1.2384
1.2326,1.2412,1.2302
1.2393,1.242,1.2321
1.234,1.2388,1.233
1.2448,1.246,1.2328
1.2435,1.246,1.2401
1.2327,1.2451,1.2301
1.225,1.2349,1.2212
1.2244,1.2292,1.2235
1.2099,1.2265,1.2089
1.2145,1.217,1.2091
1.206,1.2188,1.2037
1.2065,1.2076,1.2002
1.2036,1.2095,1.1993
1.2017,1.2118,1.2003
1.2036,1.2092,1.2026
1.206,1.2075,1.1996
1.205,1.2066,1.197
1.2061,1.2072,1.2022
1.2274,1.2282,1.2047
1.2278,1.2289,1.2247
1.2238,1.2318,1.2233
1.2215,1.2247,1.2197
1.2257,1.2304,1.2216
1.237,1.2372,1.218
1.2355,1.2381,1.2317
1.2343,1.2385,1.2311
1.2329,1.2364,1.2292
1.2366,1.2378,1.2325
1.2309,1.2378,1.2278
1.2148,1.2315,1.2133
1.2085,1.2166,1.2064
1.2085,1.2115,1.2053
1.2108,1.2115,1.2043
1.2021,1.2134,1.2009
1.2051,1.2068,1.1989
1.218,1.2192,1.2045
1.2185,1.2218,1.2147
1.2161,1.2199,1.2143
1.2066,1.2193,1.2043
1.2065,1.2077,1.2049
1.2107,1.211,1.2056
1.2186,1.219,1.2028
1.2191,1.2206,1.216
1.2269,1.2311,1.2199
1.2258,1.2285,1.2224
1.225,1.2294,1.2227
1.2154,1.2259,1.2135
1.2185,1.2196,1.2123
1.218,1.2221,1.216
1.2167,1.2183,1.2127
1.233,1.2345,1.2169
1.2259,1.2333,1.2227
1.2263,1.2333,1.2255
1.2262,1.2362,1.2238
1.2283,1.2314,1.2249
1.2323,1.2347,1.2282
1.2329,1.2339,1.229
1.2435,1.2434,1.2315
1.2409,1.2438,1.2387
1.2289,1.2397,1.2259
1.2323,1.2328,1.2264
1.2277,1.2321,1.2249
1.2292,1.2312,1.2273
1.2416,1.2432,1.2284
1.2375,1.2421,1.2374
1.2319,1.2389,1.2289
1.2335,1.2357,1.2227
1.24,1.2418,1.2322
1.248,1.2503,1.238
1.2505,1.2533,1.2464
1.2518,1.2525,1.2454
1.2589,1.2628,1.2501
1.2621,1.2651,1.2574
1.2647,1.2658,1.2598
1.2799,1.2829,1.2712
1.2753,1.2842,1.2726
1.2705,1.2814,1.2696
1.2739,1.2766,1.2631
1.2787,1.2794,1.2707
1.2745,1.2833,1.2717
1.2685,1.2755,1.2665
1.2816,1.2829,1.2656
1.2861,1.2898,1.279
1.2965,1.2969,1.276
1.2915,1.2987,1.2905
1.29,1.2939,1.2883
1.2888,1.3006,1.2848
1.2908,1.2912,1.2858
1.2984,1.2989,1.2872
1.2938,1.2999,1.2915
1.2966,1.2997,1.2917
1.3035,1.3045,1.2955
1.2955,1.3072,1.2944
1.3016,1.3068,1.2938
1.3036,1.3053,1.3011
1.3081,1.3108,1.2975
1.3167,1.318,1.308
1.3239,1.3245,1.3163
1.329,1.3327,1.3188
1.3276,1.3305,1.3229
1.329,1.3336,1.3231
1.3318,1.3337,1.3276
1.327,1.3385,1.3236
1.345,1.3461,1.3256
1.34,1.3455,1.339
1.3427,1.347,1.339
1.3335,1.3433,1.3196
1.331,1.3361,1.3255
1.3236,1.3318,1.3139
1.3321,1.3325,1.3191
1.3301,1.3338,1.3262
1.3406,1.3441,1.3262
1.3235,1.3429,1.3203
1.3288,1.3317,1.3227
1.3396,1.341,1.3298
1.3365,1.3409,1.3353
1.3395,1.3405,1.3344
1.3503,1.3518,1.3381
1.3534,1.3548,1.3485
1.3625,1.364,1.3515
1.3611,1.3644,1.3591
1.3588,1.3647,1.3566
1.365,1.367,1.3574
1.3557,1.3661,1.3513
1.348,1.3581,1.3381
1.3272,1.3497,1.325
1.3261,1.3304,1.3218
1.3169,1.3283,1.3155
1.3054,1.3251,1.3025
1.3089,1.3118,1.3048
1.3118,1.3174,1.3069
1.3265,1.3293,1.3083
1.3201,1.3268,1.3191
1.3108,1.3221,1.3057
1.3073,1.3128,1.3064
1.3024,1.3076,1.2995
1.2994,1.3119,1.2964
1.2956,1.3024,1.2922
1.306,1.3068,1.2933
1.3056,1.3097,1.3029
1.2966,1.3076,1.2944
1.3069,1.3109,1.2967
1.3035,1.3125,1.301
1.304,1.308,1.2985
1.3031,1.3059,1.2975
1.3053,1.3066,1.3001
1.3041,1.3094,1.3009
1.297,1.3038,1.294
1.2875,1.3043,1.2863
1.2775,1.2875,1.2732
1.2774,1.2798,1.2733
1.2793,1.2815,1.2739
1.288,1.2906,1.2739
1.2869,1.2897,1.2846
1.2961,1.299,1.2866
1.3017,1.3055,1.2953
1.304,1.3065,1.2959
1.3065,1.309,1.3015
1.307,1.3083,1.3013
1.307,1.308,1.3031
1.3259,1.3262,1.3055
1.3228,1.3274,1.3185
1.3203,1.327,1.3175
1.3243,1.3245,1.3145
1.3241,1.3279,1.3233
1.3186,1.3232,1.3168
1.3134,1.3188,1.3088
1.311,1.3165,1.3097
1.3255,1.3255,1.3085
1.3202,1.3248,1.3178
1.3342,1.3363,1.3206
1.34,1.3424,1.3331
1.3426,1.3457,1.3371
1.346,1.3482,1.339
1.3367,1.3478,1.3335
1.3318,1.3412,1.3296
1.3413,1.3439,1.3291
1.3371,1.3422,1.3342
1.331,1.3387,1.3264
1.3175,1.3321,1.314
1.3087,1.3227,1.3054
1.2976,1.3087,1.296
1.2945,1.3033,1.2937
1.2954,1.297,1.2929
1.2884,1.2965,1.2857
1.2921,1.2957,1.2877
1.2935,1.2985,1.292
1.2961,1.3019,1.2911
1.2906,1.3065,1.287
1.2853,1.292,1.2818
1.2867,1.2875,1.28
1.2875,1.291,1.2839
1.2856,1.2941,1.2848
1.2923,1.2932,1.2808
1.2981,1.3004,1.2908
1.2922,1.3018,1.2863
1.2909,1.2954,1.285
1.2823,1.2917,1.2766
1.2909,1.2942,1.2778
1.3019,1.3045,1.2876
1.3073,1.3078,1.2981
1.3084,1.3102,1.2991
1.3054,1.3125,1.3025
1.3065,1.3093,1.3023
1.2995,1.3078,1.2952
1.299,1.3014,1.2943
1.2935,1.2988,1.2905
1.29,1.2943,1.2878
1.2865,1.2979,1.285
1.2862,1.2874,1.2836
1.287,1.2916,1.283
1.2943,1.2974,1.287
1.2948,1.299,1.2926
1.2825,1.2963,1.281
1.2833,1.2845,1.2789
1.2872,1.2891,1.2816
1.28,1.2915,1.2777
1.2707,1.2815,1.2691
1.2613,1.2688,1.261
1.2635,1.2648,1.2581
1.2605,1.2664,1.2591
1.268,1.2689,1.2586
1.2639,1.2691,1.2603
1.2555,1.2654,1.2536
1.2576,1.2598,1.2535
1.2588,1.2629,1.2557
1.2605,1.2619,1.2547
1.2513,1.2614,1.2495
1.2585,1.2589,1.2508
1.247,1.2575,1.246
1.2305,1.2487,1.2296
1.2203,1.2341,1.2158
1.2285,1.2298,1.2182
1.2222,1.2345,1.2204
1.2276,1.2295,1.2215
1.2281,1.2315,1.2238
1.2233,1.2355,1.2206
1.2217,1.2257,1.2176
1.2119,1.225,1.2107
1.2107,1.2121,1.2028
1.2033,1.2155,1.2022
1.2116,1.2133,1.2017
1.2105,1.2169,1.2056
1.2276,1.2283,1.2092
1.2146,1.2275,1.2125
1.2182,1.2187,1.207
1.2127,1.2205,1.2098
1.2026,1.2145,1.2017
1.2096,1.2107,1.1981
1.2154,1.2187,1.2084
1.2073,1.2175,1.2055
1.2078,1.2113,1.2015
1.2101,1.2122,1.2043
1.1959,1.2106,1.194
1.1905,1.1965,1.1889
1.1912,1.194,1.1868
1.1923,1.1953,1.1892
1.1944,1.2045,1.1909
1.1957,1.1987,1.1873
1.2075,1.2086,1.1959
1.2234,1.2256,1.2053
1.209,1.2236,1.2075
1.2089,1.2135,1.2057
1.2042,1.2137,1.2022
1.2053,1.209,1.2021
1.2036,1.2066,1.1953
1.2157,1.2188,1.1996
1.217,1.226,1.2099
1.2066,1.2189,1.2055
1.2056,1.2088,1.2027
1.2017,1.2066,1.1981
1.2074,1.2085,1.1965
1.2132,1.215,1.2036
1.2125,1.216,1.2075
1.2205,1.2252,1.2119
1.2198,1.2255,1.2174
1.234,1.2344,1.2148
1.2378,1.2403,1.2298
1.2346,1.2395,1.231
1.2361,1.239,1.231
1.2368,1.2418,1.2331
1.238,1.2427,1.2335
1.247,1.2476,1.2378
1.244,1.2487,1.2383
1.2366,1.2466,1.2345
1.2357,1.2374,1.2295
1.2265,1.237,1.2261
1.2178,1.2294,1.2158
1.217,1.2193,1.2125
1.2226,1.2243,1.2157
1.223,1.2255,1.219
1.2266,1.228,1.2161
1.2312,1.2328,1.2257
1.2283,1.2342,1.2276
1.2227,1.2347,1.2216
1.2218,1.2239,1.217
1.235,1.2358,1.2188
1.2495,1.2525,1.2328
1.255,1.259,1.2467
1.2525,1.2585,1.2509
1.248,1.2539,1.2442
1.2419,1.2538,1.2407
1.2393,1.2453,1.2382
1.2404,1.246,1.2375
1.2274,1.2436,1.227
1.2267,1.2317,1.2245
1.2277,1.2335,1.2264
1.222,1.2285,1.2192
1.2241,1.231,1.22
1.2147,1.2184,1.21
1.2126,1.2192,1.2117
1.2205,1.224,1.2111
1.2148,1.227,1.2131
1.2045,1.217,1.2041
1.2067,1.2073,1.201
1.2013,1.2083,1.1978
1.2025,1.207,1.1992
1.2035,1.2077,1.2006
1.2014,1.2085,1.1996
1.1915,1.2036,1.1903
1.1915,1.195,1.19
1.1955,1.1988,1.1915
1.2183,1.2205,1.1993
1.213,1.218,1.2093
1.2054,1.2154,1.204
1.1984,1.2065,1.1975
1.2024,1.2054,1.1953
1.2025,1.2038,1.1914
1.2089,1.2109,1.1977
1.2035,1.2122,1.2012
1.1953,1.2018,1.1915
1.198,1.2001,1.1875
1.2014,1.2025,1.1948
1.1953,1.2078,1.1929
1.1976,1.2022,1.1922
1.2105,1.2118,1.1936
1.2065,1.2137,1.2048
1.2141,1.2174,1.204
1.207,1.217,1.2048
1.1992,1.209,1.1968
1.1997,1.2025,1.1972
1.207,1.2085,1.1988
1.1943,1.2082,1.1932
1.1823,1.1994,1.1801
1.1814,1.1833,1.1776
1.1785,1.1805,1.171
1.177,1.1792,1.1717
1.169,1.1798,1.1675
1.1709,1.1711,1.167
1.1687,1.1775,1.166
1.1708,1.1725,1.164
1.1685,1.1738,1.1646
1.1751,1.1764,1.1643
1.1763,1.1796,1.1663
1.1726,1.1838,1.1718
1.1813,1.1825,1.1685
1.1799,1.187,1.1764
1.1782,1.1824,1.178
1.1719,1.1788,1.171
1.1873,1.1903,1.1681
1.1787,1.1862,1.1738
1.1791,1.1804,1.1754
1.1734,1.1805,1.169
1.1712,1.175,1.166
1.1792,1.182,1.1689
1.1795,1.1807,1.1756
1.172,1.1803,1.1705
1.1814,1.185,1.1703
1.1821,1.1838,1.1767
1.1947,1.1984,1.1775
1.1956,1.1988,1.1906
1.2001,1.2062,1.1931
1.1967,1.204,1.1936
1.2008,1.2027,1.1937
1.2007,1.204,1.1975
1.1864,1.2014,1.184
1.183,1.1912,1.1801
1.1879,1.1898,1.181
1.1865,1.1885,1.183
1.1856,1.1875,1.1833
1.1832,1.1878,1.183
1.183,1.1932,1.1813
1.1843,1.1882,1.1819
1.1832,1.1888,1.1778
1.1831,1.1831,1.1831
1.2021,1.2031,1.1812
1.2124,1.2145,1.2006
1.2108,1.2121,1.2067
1.2159,1.2185,1.2078
1.2087,1.2156,1.2053
1.2072,1.211,1.2036
1.2127,1.2145,1.2045
1.2039,1.2163,1.2006
1.2139,1.2142,1.2028
1.2118,1.2175,1.2107
1.2098,1.2141,1.2051
1.2105,1.2154,1.207
1.209,1.2126,1.2053
1.2138,1.2141,1.204
1.2299,1.2305,1.2133
1.2289,1.2325,1.2257
1.2244,1.2324,1.2233
1.2212,1.2269,1.22
1.2102,1.2238,1.2086
1.2085,1.2115,1.2064
1.2159,1.219,1.2078
1.206,1.2162,1.2052
1.2098,1.2108,1.2032
1.2026,1.2113,1.1968
1.1968,1.2047,1.1946
1.197,1.2016,1.1942
1.1943,1.1995,1.1923
1.1969,1.1996,1.1947
1.1905,1.2027,1.1892
1.1906,1.192,1.1877
1.1912,1.1924,1.1859
1.1882,1.1955,1.1871
1.1892,1.1896,1.1849
1.1914,1.1945,1.1858
1.1945,1.1973,1.1926
1.1912,1.194,1.1893
1.1899,1.193,1.1855
1.1921,1.197,1.1893
1.1873,1.1934,1.1863
1.1856,1.1883,1.1826
1.1922,1.1941,1.1834
1.1913,1.1973,1.189
1.2042,1.2046,1.1913
1.2033,1.2053,1.1996
1.2018,1.2094,1.1991
1.1889,1.2022,1.1868
1.1915,1.1941,1.1873
1.1908,1.1953,1.1904
1.1915,1.1928,1.186
1.1958,1.197,1.1905
1.202,1.2032,1.1941
1.2068,1.2073,1.2006
1.2178,1.219,1.2036
1.2193,1.2208,1.214
1.2165,1.2197,1.2147
1.21,1.2166,1.2076
1.2078,1.2115,1.2065
1.1967,1.2081,1.1952
1.2034,1.2047,1.1952
1.2007,1.206,1.2002
1.201,1.2107,1.1992
1.2021,1.2049,1.198
1.2161,1.2168,1.2022
1.2114,1.2176,1.2083
1.214,1.2144,1.2033
1.2266,1.2277,1.212
1.2291,1.2306,1.2243
1.2228,1.2335,1.2196
1.2105,1.2233,1.209
1.2099,1.213,1.2076
1.2148,1.2155,1.209
1.2104,1.2169,1.2065
1.2104,1.2133,1.2069
1.2106,1.2117,1.2099
1.2256,1.2289,1.2113
1.2312,1.2326,1.2225
1.2385,1.2395,1.2286
1.2318,1.2384,1.2287
1.2346,1.236,1.2267
1.2407,1.2415,1.2333
1.2431,1.244,1.2366
1.2445,1.2471,1.2385
1.2537,1.2549,1.2404
1.2614,1.2636,1.2521
1.2591,1.2691,1.2555
1.2629,1.2668,1.2559
1.2624,1.267,1.259
1.2712,1.2725,1.2571
1.2736,1.2765,1.2674
1.2703,1.2788,1.2693
1.2753,1.2784,1.2661
1.281,1.2833,1.2751
1.2829,1.2873,1.2685
1.2908,1.2957,1.2831
1.2812,1.2972,1.2779
1.2857,1.2868,1.277
1.2743,1.2922,1.2701
1.2844,1.286,1.2723
1.2775,1.2874,1.2693
1.2864,1.2886,1.2692
1.2869,1.2877,1.2806
1.2775,1.2892,1.273
1.2795,1.2819,1.2748
1.2733,1.2833,1.27
1.2752,1.2768,1.2718
1.2873,1.291,1.2743
1.2812,1.2904,1.2805
1.2801,1.2825,1.2722
1.2919,1.2941,1.2796
1.2921,1.298,1.2913
